,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,5,2666.1,8/6/2019 23:46,8/7/2019 5:14,19680,284.2,1263.7,7,68859,9837,ALLOY,1,0,0,1688100,12,7,68859,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68859,9837,0,0,0,0,누락없음,19560,8/7/2019,야간,화,안겹침,이상없음,6,0,A,평일,0
1,5,1622.5,8/8/2019 7:03,8/8/2019 10:31,12480,727.4,1253.5,8,48890,6730,CARBON,0,1,0,1860,13,0,0,0,8,48890,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48890,6730,0,누락없음,12300,8/8/2019,야간,목,안겹침,이상없음,7,0,C,평일,0
2,5,1947.0,8/14/2019 14:49,8/14/2019 19:05,15360,603.5,1254.5,5,34120,9200,CARBON,0,1,0,5400,16,1,9200,9200,4,24920,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9200,9200,4,24920,6320,0,누락없음,14940,8/15/2019,주간,수,안겹침,이상없음,3,0,AC,평일,0
3,5,4813.6,8/22/2019 21:09,8/23/2019 9:18,43740,145.2,1251.5,3,45570,15190,CARBON,0,1,0,146760,20,0,0,0,3,45570,15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45570,15190,0,누락없음,43200,8/23/2019,야간,목,안겹침,이상없음,1,0,C,평일,0
4,5,2910.5,8/25/2019 9:26,8/25/2019 19:55,37740,662.6,1248.7,2,30700,22100,CARBON,0,1,0,21300,21,0,0,0,2,30700,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22100,22100,1,8600,8600,0,누락없음,-22560,8/26/2019,주간,일,겹침,이상없음,2,2,C,주말,0
5,5,486.2,8/26/2019 13:26,8/26/2019 14:47,4860,745.8,1257.2,6,96600,16100,ALLOY,1,0,0,9660,22,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,누락없음,4800,8/27/2019,주간,월,안겹침,이상없음,3,0,A,평일,0
6,5,4690.7,9/3/2019 8:34,9/3/2019 20:10,41760,158.2,1251.1,7,41680,6940,ALLOY,1,0,0,310740,25,4,24710,6940,3,16970,5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24710,6940,3,16970,5790,0,누락없음,41220,9/4/2019,주간,화,안겹침,이상없음,6,0,AC,평일,0
7,5,2966.6,9/6/2019 15:39,9/6/2019 23:36,28620,668.6,1257.4,7,76677,14270,CARBON,0,1,0,2100,28,1,14270,14270,6,62407,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14270,14270,6,62407,12750,0,누락없음,28440,9/7/2019,주간,금,안겹침,이상없음,6,0,AC,평일,0
8,5,698.2,9/7/2019 18:41,9/7/2019 20:30,6540,830.6,1258.5,4,34640,12750,CARBON,0,1,0,900,29,0,0,0,4,34640,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34640,12750,0,누락없음,6420,9/8/2019,주간,토,겹침,이상없음,7,1,C,주말,0
9,5,284.4,9/9/2019 9:18,9/9/2019 10:06,2880,823.0,1282.1,8,58840,7750,CARBON,0,1,0,480,31,0,0,0,8,58840,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58840,7750,0,누락없음,2760,9/9/2019,주간,월,안겹침,이상없음,1,0,C,평일,0
10,5,1100.5,9/9/2019 18:51,9/9/2019 21:53,10920,779.4,1260.1,4,30720,10530,CARBON,0,1,0,660,32,0,0,0,4,30720,10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30720,10530,0,누락없음,10860,9/10/2019,주간,월,안겹침,이상없음,8,0,C,주말,0
11,5,3915.4,9/17/2019 2:41,9/17/2019 12:39,35880,517.2,1257.0,8,79770,11970,CARBON,0,1,0,12660,35,2,22320,11160,6,57450,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22320,11160,6,57450,11970,0,누락없음,35580,9/17/2019,야간,화,안겹침,이상없음,6,0,AC,평일,0
12,5,2421.6,9/19/2019 6:00,9/19/2019 12:10,22200,478.5,1251.4,6,81144,13524,ALLOY,1,0,0,12360,37,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,누락없음,22020,9/19/2019,야간,목,겹침,이상없음,8,6,A,평일,0
13,5,2136.7,9/20/2019 5:53,9/20/2019 11:25,19920,679.9,1256.8,6,81144,13524,ALLOY,1,0,0,3900,38,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,누락없음,19740,9/20/2019,야간,금,안겹침,이상없음,6,0,A,평일,0
14,5,299.8,9/21/2019 22:29,9/22/2019 2:05,12960,467.3,642.5,8,78696,9837,ALLOY,1,0,0,88200,39,8,78696,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78696,9837,0,0,0,0,누락없음,-4440,9/23/2019,주간,토,안겹침,이상없음,8,0,A,주말,0
15,5,3773.9,9/22/2019 11:57,9/22/2019 23:45,42480,643.5,1252.7,8,78696,9837,ALLOY,1,0,0,35520,39,8,78696,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78696,9837,0,0,0,0,누락없음,25080,9/23/2019,주간,일,겹침,이상없음,8,8,A,주말,0
16,5,2690.2,9/29/2019 8:27,9/29/2019 18:39,36720,661.7,1250.0,7,46500,15930,CARBON,0,1,0,82860,42,0,0,0,7,46500,15930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46500,15930,0,누락없음,-21960,9/30/2019,주간,일,겹침,이상없음,7,7,C,주말,0
17,5,1952.6,9/30/2019 19:44,10/1/2019 0:45,18060,632.1,1236.5,4,56970,25000,SUS,0,0,1,1800,43,0,0,0,0,0,0,2,13620,7010,0,0,0,0,0,0,0,0,0,0,0,0,2,32010,25000,2,24960,18350,0,강종누락,17880,10/1/2019,주간,월,안겹침,이상없음,8,0,S,평일,0
18,5,1935.9,10/1/2019 18:43,10/1/2019 23:46,18180,635.7,1255.5,7,94360,13480,ALLOY,1,0,0,1560,44,7,94360,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94360,13480,0,0,0,0,누락없음,17700,10/2/2019,주간,화,안겹침,이상없음,4,0,A,평일,0
19,5,2478.5,10/3/2019 17:25,10/3/2019 23:41,22560,625.9,1256.1,7,94360,13480,ALLOY,1,0,0,14100,46,7,94360,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94360,13480,0,0,0,0,누락없음,22500,10/4/2019,주간,목,겹침,이상없음,7,7,A,평일,0
20,5,752.2,10/5/2019 21:21,10/6/2019 3:28,22020,348.9,648.7,9,53980,9020,CARBON,0,1,0,44820,47,0,0,0,9,53980,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53980,9020,0,중량누락,-20220,10/7/2019,주간,토,겹침,이상없음,9,9,C,주말,0
21,5,37.5,10/5/2019 8:20,10/5/2019 8:54,2040,315.9,356.3,9,53980,9020,CARBON,0,1,0,76140,47,0,0,0,9,53980,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53980,9020,0,중량누락,-40200,10/7/2019,주간,토,안겹침,이상없음,10,0,C,주말,0
22,5,3735.9,10/6/2019 9:17,10/6/2019 21:15,43080,643.9,1254.4,9,53980,9020,CARBON,0,1,0,20940,47,0,0,0,9,53980,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53980,9020,0,중량누락,840,10/7/2019,주간,일,겹침,이상없음,9,9,C,주말,0
23,5,2885.5,10/7/2019 19:15,10/8/2019 2:35,26400,614.9,1256.6,8,59120,7750,CARBON,0,1,0,2100,48,0,0,0,8,59120,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59120,7750,0,누락없음,26160,10/8/2019,주간,월,안겹침,이상없음,7,0,C,평일,0
24,5,1591.9,10/8/2019 18:53,10/8/2019 23:00,14820,785.6,1256.9,6,45600,11150,CARBON,0,1,0,1140,49,0,0,0,5,34450,6890,1,11150,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45600,11150,0,누락없음,14520,10/9/2019,주간,화,안겹침,이상없음,8,0,CS,평일,0
25,5,2541.2,10/9/2019 19:02,10/10/2019 1:31,23340,765.3,1255.6,5,44170,12410,ALLOY,1,0,0,1440,50,4,33470,12410,1,10700,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33470,12410,1,10700,10700,0,중량누락,23280,10/10/2019,주간,수,안겹침,이상없음,6,0,AC,평일,0
26,5,2843.3,10/10/2019 19:44,10/11/2019 2:41,25020,500.3,1257.6,5,62290,16850,CARBON,0,1,0,6540,51,0,0,0,2,13740,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48550,16850,2,13740,6870,0,강종누락,24420,10/11/2019,주간,목,안겹침,이상없음,5,0,C,평일,0
27,5,3248.0,10/13/2019 8:58,10/13/2019 20:38,42000,647.0,1250.7,6,80880,13480,ALLOY,1,0,0,88320,52,6,80880,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80880,13480,0,0,0,0,누락없음,-1020,10/14/2019,주간,일,겹침,이상없음,6,6,A,주말,0
28,5,81.3,10/12/2019 8:01,10/12/2019 8:26,1500,478.0,663.9,6,80880,13480,ALLOY,1,0,0,46020,52,6,80880,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80880,13480,0,0,0,0,누락없음,-41520,10/14/2019,주간,토,안겹침,이상없음,7,0,A,주말,0
29,5,1963.2,10/16/2019 18:51,10/16/2019 23:30,16740,595.8,1256.9,7,94360,13480,ALLOY,1,0,0,3180,55,7,94360,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94360,13480,0,0,0,0,누락없음,16260,10/17/2019,주간,수,안겹침,이상없음,4,0,A,평일,0
30,5,2611.4,10/17/2019 19:33,10/18/2019 2:09,23760,635.1,1257.8,9,107500,13480,ALLOY,1,0,0,1800,56,7,94360,13480,2,13140,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,107500,13480,0,0,0,0,누락없음,23700,10/18/2019,주간,목,안겹침,이상없음,7,0,AC,평일,0
31,5,688.0,10/22/2019 0:59,10/22/2019 2:40,6060,641.2,1250.6,7,103950,14850,ALLOY,1,0,0,281100,57,7,103950,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,103950,14850,0,0,0,0,누락없음,5820,10/22/2019,야간,화,안겹침,이상없음,9,0,A,평일,0
32,5,3863.6,10/27/2019 19:56,10/28/2019 10:09,51180,645.2,1251.4,3,63280,25100,CARBON,0,1,0,130560,61,0,0,0,1,13080,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50200,25100,1,13080,13080,0,강종누락,15660,10/28/2019,야간,일,겹침,이상없음,3,3,C,주말,0
33,5,81.1,10/26/2019 7:09,10/26/2019 7:40,1860,512.3,661.5,3,63280,25100,CARBON,0,1,0,27240,61,0,0,0,1,13080,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50200,25100,1,13080,13080,0,강종누락,-33660,10/28/2019,야간,토,안겹침,이상없음,6,0,C,주말,0
