,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,5,2666.1,8/6/2019 23:46,8/7/2019 5:14,19680,284.2,1263.7,7,68859,9837,ALLOY,1,0,0,1688100,12,7,68859,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68859,9837,0,0,0,0,누락없음,19560,8/7/2019,야간,화,안겹침,이상없음,6,0,A,평일,0
1,5,1622.5,8/8/2019 7:03,8/8/2019 10:31,12480,727.4,1253.5,8,48890,6730,CARBON,0,1,0,1860,13,0,0,0,8,48890,6730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48890,6730,0,누락없음,12300,8/8/2019,야간,목,안겹침,이상없음,7,0,C,평일,0
2,4,786.9,8/8/2019 2:53,8/8/2019 4:14,4860,742.2,1263.8,3,32600,13800,CARBON,0,1,0,14820,23,0,0,0,2,27600,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,5000,2,27600,13800,0,강종누락,4800,8/8/2019,야간,목,안겹침,이상없음,7,0,C,평일,0
3,5,1947.0,8/14/2019 14:49,8/14/2019 19:05,15360,603.5,1254.5,5,34120,9200,CARBON,0,1,0,5400,16,1,9200,9200,4,24920,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9200,9200,4,24920,6320,0,누락없음,14940,8/15/2019,주간,수,안겹침,이상없음,3,0,AC,평일,0
4,4,2728.5,8/18/2019 5:49,8/18/2019 16:01,36720,648.0,1255.2,8,111210,25100,CARBON,0,1,0,35700,24,0,0,0,8,111210,25100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25100,25100,7,86110,15190,0,누락없음,32220,8/19/2019,주간,일,겹침,이상없음,8,8,C,주말,0
5,4,1879.1,8/17/2019 8:47,8/17/2019 19:54,40020,50.5,648.8,8,111210,25100,CARBON,0,1,0,623340,24,0,0,0,8,111210,25100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25100,25100,7,86110,15190,0,누락없음,35520,8/19/2019,주간,토,안겹침,이상없음,6,0,C,주말,0
6,4,415.5,8/21/2019 17:17,8/21/2019 18:01,2640,817.2,1265.1,7,74350,19600,CARBON,0,1,0,8760,27,0,0,0,5,38900,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35450,19600,5,38900,10700,0,강종누락,2580,8/22/2019,주간,수,안겹침,이상없음,8,0,C,평일,0
7,4,1098.4,8/22/2019 18:41,8/22/2019 20:28,6420,864.4,1252.6,7,96150,22100,CARBON,0,1,0,2160,28,0,0,0,7,96150,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22100,22100,6,74050,15190,0,누락없음,6360,8/23/2019,주간,목,안겹침,이상없음,7,0,C,평일,0
8,5,4813.6,8/22/2019 21:09,8/23/2019 9:18,43740,145.2,1251.5,3,45570,15190,CARBON,0,1,0,146760,20,0,0,0,3,45570,15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45570,15190,0,누락없음,43200,8/23/2019,야간,목,안겹침,이상없음,1,0,C,평일,0
9,4,831.0,8/24/2019 9:10,8/25/2019 1:38,59280,389.6,655.2,10,82860,12310,CARBON,0,1,0,63180,29,0,0,0,10,82860,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82860,12310,0,누락없음,19920,8/26/2019,야간,토,안겹침,이상없음,8,0,C,주말,0
10,4,2491.0,8/25/2019 7:27,8/25/2019 16:40,33180,650.0,1253.6,10,82860,12310,CARBON,0,1,0,20940,29,0,0,0,10,82860,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82860,12310,0,누락없음,-6180,8/26/2019,야간,일,겹침,이상없음,10,10,C,주말,0
11,5,2910.5,8/25/2019 9:26,8/25/2019 19:55,37740,662.6,1248.7,2,30700,22100,CARBON,0,1,0,21300,21,0,0,0,2,30700,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22100,22100,1,8600,8600,0,누락없음,-22560,8/26/2019,주간,일,겹침,이상없음,2,2,C,주말,0
12,4,1670.0,8/27/2019 3:59,8/27/2019 6:36,9420,708.2,1245.2,9,89550,15190,CARBON,0,1,0,4320,30,0,0,0,9,89550,15190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,89550,15190,0,누락없음,9360,8/27/2019,야간,화,안겹침,이상없음,7,0,C,평일,0
13,5,486.2,8/26/2019 13:26,8/26/2019 14:47,4860,745.8,1257.2,6,96600,16100,ALLOY,1,0,0,9660,22,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,누락없음,4800,8/27/2019,주간,월,안겹침,이상없음,3,0,A,평일,0
14,4,390.9,8/28/2019 3:59,8/28/2019 4:41,2520,792.7,1262.7,6,77530,16100,ALLOY,1,0,0,6240,31,6,77530,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77530,16100,0,0,0,0,누락없음,2460,8/28/2019,야간,수,안겹침,이상없음,9,0,A,평일,0
15,4,1264.0,8/29/2019 3:35,8/29/2019 5:37,7320,647.4,1248.1,10,75240,7750,CARBON,0,1,0,4200,32,0,0,0,10,75240,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,75240,7750,0,누락없음,7080,8/29/2019,야간,목,안겹침,이상없음,6,0,C,평일,0
16,4,1069.8,8/30/2019 4:48,8/30/2019 6:31,6180,749.2,1243.2,10,60900,8520,ALLOY,1,0,0,2400,33,1,8520,8520,9,52380,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8520,8520,9,52380,5820,0,누락없음,6120,8/30/2019,야간,금,안겹침,이상없음,10,0,AC,평일,0
17,5,4690.7,9/3/2019 8:34,9/3/2019 20:10,41760,158.2,1251.1,7,41680,6940,ALLOY,1,0,0,310740,25,4,24710,6940,3,16970,5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24710,6940,3,16970,5790,0,누락없음,41220,9/4/2019,주간,화,안겹침,이상없음,6,0,AC,평일,0
18,4,919.2,9/5/2019 5:37,9/5/2019 7:08,5460,760.1,1260.0,5,54270,14270,CARBON,0,1,0,1680,35,3,35930,14270,2,18340,9210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54270,14270,0,0,0,0,누락없음,5400,9/5/2019,야간,목,안겹침,이상없음,10,0,AC,평일,0
19,4,643.3,9/6/2019 3:35,9/6/2019 4:39,3840,779.9,1248.8,7,57670,14270,CARBON,0,1,0,4380,36,6,50470,14270,1,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50470,14270,1,7200,7200,0,누락없음,3780,9/6/2019,야간,금,겹침,이상없음,5,1,AC,평일,0
20,5,2966.6,9/6/2019 15:39,9/6/2019 23:36,28620,668.6,1257.4,7,76677,14270,CARBON,0,1,0,2100,28,1,14270,14270,6,62407,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14270,14270,6,62407,12750,0,누락없음,28440,9/7/2019,주간,금,안겹침,이상없음,6,0,AC,평일,0
21,5,698.2,9/7/2019 18:41,9/7/2019 20:30,6540,830.6,1258.5,4,34640,12750,CARBON,0,1,0,900,29,0,0,0,4,34640,12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34640,12750,0,누락없음,6420,9/8/2019,주간,토,겹침,이상없음,7,1,C,주말,0
22,5,284.4,9/9/2019 9:18,9/9/2019 10:06,2880,823.0,1282.1,8,58840,7750,CARBON,0,1,0,480,31,0,0,0,8,58840,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58840,7750,0,누락없음,2760,9/9/2019,주간,월,안겹침,이상없음,1,0,C,평일,0
23,5,1100.5,9/9/2019 18:51,9/9/2019 21:53,10920,779.4,1260.1,4,30720,10530,CARBON,0,1,0,660,32,0,0,0,4,30720,10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30720,10530,0,누락없음,10860,9/10/2019,주간,월,안겹침,이상없음,8,0,C,주말,0
24,5,3915.4,9/17/2019 2:41,9/17/2019 12:39,35880,517.2,1257.0,8,79770,11970,CARBON,0,1,0,12660,35,2,22320,11160,6,57450,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22320,11160,6,57450,11970,0,누락없음,35580,9/17/2019,야간,화,안겹침,이상없음,6,0,AC,평일,0
25,5,2421.6,9/19/2019 6:00,9/19/2019 12:10,22200,478.5,1251.4,6,81144,13524,ALLOY,1,0,0,12360,37,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,누락없음,22020,9/19/2019,야간,목,겹침,이상없음,8,6,A,평일,0
26,5,2136.7,9/20/2019 5:53,9/20/2019 11:25,19920,679.9,1256.8,6,81144,13524,ALLOY,1,0,0,3900,38,6,81144,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81144,13524,0,0,0,0,누락없음,19740,9/20/2019,야간,금,안겹침,이상없음,6,0,A,평일,0
27,4,1040.9,9/22/2019 3:07,9/22/2019 11:37,30600,408.0,636.4,3,51300,17600,SUS,0,0,1,137100,39,0,0,0,0,0,0,3,51300,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51300,17600,0,누락없음,22800,9/23/2019,야간,일,안겹침,이상없음,6,0,S,주말,0
28,5,299.8,9/21/2019 22:29,9/22/2019 2:05,12960,467.3,642.5,8,78696,9837,ALLOY,1,0,0,88200,39,8,78696,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78696,9837,0,0,0,0,누락없음,-4440,9/23/2019,주간,토,안겹침,이상없음,8,0,A,주말,0
29,4,3243.2,9/22/2019 19:35,9/23/2019 7:44,43740,650.5,1230.0,3,51300,17600,SUS,0,0,1,28680,39,0,0,0,0,0,0,3,51300,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51300,17600,0,누락없음,35940,9/23/2019,야간,일,겹침,이상없음,3,3,S,주말,0
30,5,3773.9,9/22/2019 11:57,9/22/2019 23:45,42480,643.5,1252.7,8,78696,9837,ALLOY,1,0,0,35520,39,8,78696,9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,78696,9837,0,0,0,0,누락없음,25080,9/23/2019,주간,일,겹침,이상없음,8,8,A,주말,0
31,6,2940.7,9/26/2019 7:02,9/26/2019 15:31,30540,525.7,1214.0,8,101580,13480,ALLOY,1,0,0,6000,2,6,80880,13480,0,0,0,2,20700,10350,0,0,0,0,0,0,0,0,0,0,0,0,6,80880,13480,2,20700,10350,0,누락없음,30120,9/26/2019,야간,목,안겹침,이상없음,5,0,AS,평일,0
32,4,953.6,9/27/2019 5:43,9/27/2019 7:14,5460,756.0,1237.0,11,79520,8560,CARBON,0,1,0,1500,43,0,0,0,8,53840,6730,3,25680,8560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,79520,8560,0,누락없음,5340,9/27/2019,야간,금,안겹침,이상없음,7,0,CS,평일,0
33,5,2690.2,9/29/2019 8:27,9/29/2019 18:39,36720,661.7,1250.0,7,46500,15930,CARBON,0,1,0,82860,42,0,0,0,7,46500,15930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46500,15930,0,누락없음,-21960,9/30/2019,주간,일,겹침,이상없음,7,7,C,주말,0
