,에너지,시간(총),시간(0제외),시작온도,종료온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생,강종,강종_ALLOY,강종_CARBON,강종_SUS
0,816.9,11040.0,10800.0,592.2,1142.5,2,15120.0,7560,6,47760.0,8030,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,62880.0,8030,0,0.0,0,2,15120.0,7560,6,47760.0,8030,14460.0,0,누락없음,1,2020-03-24,야간,2020-03-24 02:37:00,화,안겹침,이상없음,4,0,AC,평일,0,ALLOY,1,0,0
1,872.0,12060.0,12000.0,592.6,1263.9,3,31830.0,12410,0,0.0,0,2,11300.0,6050,0,0.0,0,0,0.0,0,0,0.0,0,5,43130.0,12410,0,0.0,0,3,31830.0,12410,2,11300.0,6050,602040.0,0,누락없음,1,2020-04-14,야간,2020-04-14 06:32:00,화,안겹침,이상없음,2,0,AS,평일,0,ALLOY,1,0,0
2,983.8,14040.0,13740.0,504.6,1256.4,4,41430.0,12410,2,17200.0,8600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,58630.0,12410,0,0.0,0,2,24820.0,12410,4,33810.0,8630,1680.0,0,누락없음,1,2020-04-15,야간,2020-04-15 06:49:00,수,겹침,이상없음,5,2,AC,평일,0,CARBON,0,1,0
3,804.3,11100.0,10860.0,616.5,1225.3,0,0.0,0,0,0.0,0,8,47160.0,7220,0,0.0,0,0,0.0,0,0,0.0,0,8,47160.0,7220,0,0.0,0,0,0.0,0,8,47160.0,7220,3960.0,0,누락없음,1,2020-04-16,야간,2020-04-16 02:45:00,목,안겹침,이상없음,6,0,S,평일,0,SUS,0,0,1
4,1115.6,15000.0,14400.0,420.2,1161.4,0,0.0,0,6,32580.0,5430,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,48580.0,8000,0,0.0,0,2,16000.0,8000,6,32580.0,5430,93780.0,0,강종누락,1,2020-04-23,야간,2020-04-23 01:35:00,목,겹침,이상없음,3,2,C,평일,0,CARBON,0,1,0
5,447.2,6300.0,6180.0,660.2,1238.4,0,0.0,0,5,28290.0,7250,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,28290.0,7250,0,0.0,0,2,12000.0,7250,3,16290.0,5430,900.0,0,누락없음,1,2020-04-24,야간,2020-04-24 06:59:00,금,안겹침,이상없음,8,0,C,평일,0,CARBON,0,1,0
6,1044.5,14820.0,14580.0,603.0,1259.8,0,0.0,0,8,51600.0,6450,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,51600.0,6450,0,0.0,0,0,0.0,0,8,51600.0,6450,21960.0,0,누락없음,1,2020-04-25,야간,2020-04-25 05:21:00,토,안겹침,이상없음,5,0,C,주말,0,CARBON,0,1,0
7,1153.0,16200.0,16020.0,601.3,1254.4,0,0.0,0,8,60460.0,8600,1,5800.0,5800,0,0.0,0,0,0.0,0,0,0.0,0,9,66260.0,8600,0,0.0,0,0,0.0,0,9,66260.0,8600,38820.0,0,누락없음,1,2020-04-28,주간,2020-04-27 19:31:00,월,안겹침,이상없음,8,0,CS,평일,0,CARBON,0,1,0
8,425.5,6240.0,6000.0,536.5,1245.1,0,0.0,0,6,65880.0,10980,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,65880.0,10980,0,0.0,0,6,65880.0,10980,0,0.0,0,56820.0,0,누락없음,1,2020-05-08,주간,2020-05-07 18:05:00,목,안겹침,이상없음,7,0,C,평일,0,CARBON,0,1,0
9,370.6,5220.0,5160.0,617.1,1253.6,6,25440.0,4240,2,12690.0,6640,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,8,38130.0,6640,0,0.0,0,6,25440.0,4240,2,12690.0,6640,55560.0,0,누락없음,1,2020-05-09,야간,2020-05-09 02:51:00,토,안겹침,이상없음,6,0,AC,주말,0,CARBON,0,1,0
