순번,프레스명,작업일자,주/야간,가열로명,소재개수,중량(kg),최대중량(kg),최소홀딩시간,최대홀딩시간,시작온도,가열시작일시,가열종료일시,종료온도,소요시간(분),총가스사용량,단위가스사용량(사용량/중량)
1078,프레스(P5000),2020-05-12,야간,가열로3호기,6,77680,15760,12,13,-,2020-05-12 06:55,2020-05-13 06:24,-,1409,4939.2,63.6
1079,프레스(P5000),2020-05-12,주간,가열로4호기,2,45860,22930,12,13,-,2020-05-11 19:55,2020-05-12 15:27,-,1172,3209.3,70
1080,프레스(P15000),2020-05-12,야간,가열로6호기,8,112945,19615,12,12,-,2020-05-12 01:37,2020-05-13 01:46,-,1449,8887.6,78.7
1081,프레스(P8000),2020-05-12,주간,가열로12호기,0,0,0,7.5,7.5,-,2020-05-12 01:24,2020-05-12 11:41,-,617,1251.6,0
1082,프레스(P15000),2020-05-12,주간,가열로13호기,3,178315,86615,12,13,-,2020-05-12 04:09,2020-05-12 13:49,-,580,4445.9,24.9
1083,프레스(P8000),2020-05-12,주간,가열로15호기,19,70445,5508,7.5,7.5,-,2020-05-11 19:52,2020-05-12 19:04,-,1392,3165.9,44.9
1084,프레스(P8000),2020-05-12,야간,가열로16호기,22,93496,5508,7.5,7.5,-,2020-05-12 06:46,2020-05-12 06:46,-,0,0,0
1085,프레스(P15000),2020-05-12,주간,가열로17호기,2,131700,88000,12,12,-,2020-05-11 15:45,2020-05-12 13:48,-,1323,6820.4,51.8
1086,프레스(P15000),2020-05-12,야간,가열로17호기,4,186900,55100,12,12,-,2020-05-12 13:48,2020-05-13 06:08,-,980,6059.8,32.4
1087,프레스(P15000),2020-05-12,주간,가열로18호기,9,122010,18000,12,12,-,2020-05-11 18:31,2020-05-12 18:29,-,1438,7440.7,61
1088,프레스(P15000),2020-05-12,야간,가열로19호기,5,170815,86615,12,12,-,2020-05-11 22:59,2020-05-13 02:52,-,1673,10132.5,59.3
1089,프레스(P15000),2020-05-12,주간,가열로20호기,2,39500,26000,12,12,-,2020-05-12 06:00,2020-05-12 18:55,-,775,2358.3,59.7
1090,프레스(P5000),2020-05-13,주간,가열로1호기,4,46160,11920,12,13,-,2020-05-12 19:15,2020-05-13 18:07,-,1372,3421.6,74.1
1091,프레스(P5000),2020-05-13,야간,가열로2호기,7,80790,15660,12,13,-,2020-05-13 03:35,2020-05-14 06:09,-,1594,5817.9,72
1092,프레스(P5000),2020-05-13,야간,가열로3호기,6,63840,12650,12,13,-,2020-05-13 06:30,2020-05-14 04:35,-,1325,4464.6,69.9
1093,프레스(P5000),2020-05-13,주간,가열로4호기,7,57050,12650,12,13,-,2020-05-12 17:06,2020-05-13 16:27,-,1401,4876,85.5
1094,프레스(P15000),2020-05-13,주간,가열로6호기,8,91535,24100,6,6,-,2020-05-13 03:38,2020-05-13 09:55,-,377,210.2,2.3
1095,프레스(P15000),2020-05-13,야간,가열로6호기,2,48200,24100,12,12,-,2020-05-13 10:12,2020-05-14 05:46,-,1174,6709.6,139.2
1096,링밀(R/M 9500),2020-05-13,주간,가열로7호기,9,34020,3780,4,10,-,2020-05-12 00:00,2020-05-13 16:30,-,2430,4294,126.2
1097,링밀(R/M 9500),2020-05-13,주간,가열로8호기,3,47280,15760,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1098,링밀(R/M 9500),2020-05-13,야간,가열로8호기,6,31440,5240,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1099,링밀(R/M 9500),2020-05-13,주간,가열로9호기,13,61360,5930,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1100,링밀(R/M 9500),2020-05-13,야간,가열로9호기,18,59270,3720,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1101,링밀(R/M 9500),2020-05-13,주간,가열로10호기,3,47280,15760,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1102,링밀(R/M 9500),2020-05-13,주간,가열로11호기,4,50545,19615,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1103,링밀(R/M 9500),2020-05-13,야간,가열로11호기,20,63800,6080,4,10,-,2020-05-12 00:00,2020-05-14 00:00,-,2880,-,0
1104,프레스(P8000),2020-05-13,주간,가열로12호기,18,56928,3423,7.5,7.5,-,2020-05-12 11:48,2020-05-13 13:49,-,1561,3025.9,53.2
1105,프레스(P15000),2020-05-13,주간,가열로13호기,1,88000,88000,8,8,-,2020-05-12 13:49,2020-05-13 09:20,-,1171,5101.6,58
1106,프레스(P8000),2020-05-13,야간,가열로14호기,18,53481,4775,7.5,7.5,-,2020-05-13 01:14,2020-05-13 22:55,-,1301,3801.4,71.1
1107,프레스(P8000),2020-05-13,주간,가열로15호기,21,69569,5627,7.5,7.5,-,2020-05-12 19:15,2020-05-13 19:06,-,1431,3412.9,49.1
1108,프레스(P8000),2020-05-13,야간,가열로16호기,21,67829,4236,7.5,7.5,-,2020-05-12 06:46,2020-05-13 07:13,-,1467,3544.7,52.3
1109,프레스(P15000),2020-05-13,야간,가열로17호기,3,167800,60100,12,12,-,2020-05-13 06:09,2020-05-13 18:24,-,735,5327.6,31.7
1110,프레스(P15000),2020-05-13,야간,가열로18호기,3,125300,55100,20,20,-,2020-05-12 20:34,2020-05-14 03:09,-,1835,5561.7,44.4
1111,프레스(P15000),2020-05-13,주간,가열로19호기,5,156337,81737,24,24,-,2020-05-13 02:52,2020-05-13 18:19,-,927,4595.3,29.4
1112,프레스(P15000),2020-05-13,주간,가열로20호기,2,81100,55100,20,20,-,2020-05-12 18:57,2020-05-13 13:56,-,1139,3396.5,41.9
1113,프레스(P5000),2020-05-14,야간,가열로2호기,7,86770,15760,12,13,-,2020-05-14 06:38,2020-05-15 06:30,-,1432,4536.7,52.3
1114,프레스(P5000),2020-05-14,야간,가열로3호기,4,40853,13263,12,13,-,2020-05-14 04:45,2020-05-14 23:34,-,1129,3802.6,93.1
1115,프레스(P5000),2020-05-14,주간,가열로4호기,8,125680,15760,12,13,-,2020-05-13 16:48,2020-05-14 13:06,-,1218,4804.7,38.2
1116,프레스(P5000),2020-05-14,주간,가열로5호기,4,48404,18129,12,13,-,2020-05-13 04:55,2020-05-14 18:02,-,2227,8657.4,178.9
1117,링밀(R/M 9500),2020-05-14,주간,가열로7호기,4,42500,11400,4,10,-,2020-05-13 18:43,2020-05-14 10:57,-,974,1970.7,46.4
1118,링밀(R/M 9500),2020-05-14,야간,가열로7호기,4,62640,15660,4,10,-,2020-05-14 11:29,2020-05-14 23:44,-,735,1182.6,18.9
1119,링밀(R/M 9500),2020-05-14,주간,가열로8호기,19,63400,4240,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1120,링밀(R/M 9500),2020-05-14,야간,가열로8호기,21,66110,5430,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1121,링밀(R/M 9500),2020-05-14,야간,가열로9호기,2,48200,24100,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1122,링밀(R/M 9500),2020-05-14,야간,가열로10호기,6,53130,16085,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1123,링밀(R/M 9500),2020-05-14,주간,가열로11호기,15,40320,5240,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1124,링밀(R/M 9500),2020-05-14,야간,가열로11호기,18,62690,5430,4,10,-,2020-05-13 00:00,2020-05-15 00:00,-,2880,-,0
1125,프레스(P8000),2020-05-14,주간,가열로12호기,19,65422,4953,7.5,7.5,-,2020-05-13 14:07,2020-05-14 13:07,-,1380,2913.8,44.5
1126,프레스(P15000),2020-05-14,주간,가열로13호기,1,88000,88000,8,8,-,2020-05-13 09:20,2020-05-14 10:11,-,1491,5135.6,58.4
1127,링밀(R/M 9500),2020-05-14,주간,가열로13호기,2,48200,24100,4,10,-,2020-05-14 10:11,2020-05-14 19:38,-,567,3628.1,75.3
1128,프레스(P8000),2020-05-14,야간,가열로14호기,20,63982,4953,7.5,7.5,-,2020-05-13 23:15,2020-05-14 23:19,-,1444,3395.1,53.1
1129,프레스(P8000),2020-05-14,주간,가열로15호기,24,78387,4784,7.5,7.5,-,2020-05-13 19:34,2020-05-14 18:58,-,1404,3539.3,45.2
1130,프레스(P8000),2020-05-14,야간,가열로16호기,22,76782,4953,7.5,7.5,-,2020-05-13 07:30,2020-05-14 06:21,-,1371,3273.5,42.6
1131,프레스(P15000),2020-05-14,주간,가열로17호기,2,107700,60100,20,20,-,2020-05-13 18:24,2020-05-14 14:26,-,1202,5873.8,54.5
1132,프레스(P15000),2020-05-14,야간,가열로18호기,7,146645,24100,12,12,-,2020-05-14 03:38,2020-05-15 05:42,-,1564,6908.8,47.1
1133,프레스(P15000),2020-05-14,주간,가열로19호기,4,132885,60100,12,13,-,2020-05-13 18:32,2020-05-14 18:35,-,1443,8147.9,61.3
1134,프레스(P15000),2020-05-14,야간,가열로19호기,3,122700,60100,24,24,-,2020-05-14 18:35,2020-05-15 01:19,-,404,2113.9,17.2
1135,프레스(P15000),2020-05-14,주간,가열로20호기,6,128570,24100,12,12,-,2020-05-13 16:19,2020-05-14 13:37,-,1278,6431,50
1136,프레스(P5000),2020-05-15,야간,가열로2호기,8,33920,4240,12,13,-,2020-05-15 06:56,2020-05-16 01:21,-,1105,3881.7,114.4
1137,프레스(P5000),2020-05-15,야간,가열로3호기,9,58780,8030,12,13,-,2020-05-15 06:23,2020-05-16 02:29,-,1206,5020.6,85.4
1138,프레스(P5000),2020-05-15,주간,가열로4호기,7,40120,8960,12,13,-,2020-05-14 15:44,2020-05-15 16:32,-,1488,4993.9,124.5
1139,프레스(P5000),2020-05-15,주간,가열로5호기,7,62790,10390,12,13,-,2020-05-14 18:17,2020-05-15 11:17,-,1020,4455.4,71
1140,링밀(R/M 9500),2020-05-15,주간,가열로7호기,11,66030,7910,4,10,-,2020-05-14 23:51,2020-05-15 14:14,-,863,1667.3,25.3
1141,링밀(R/M 9500),2020-05-15,야간,가열로7호기,14,58290,6840,4,10,-,2020-05-15 14:18,2020-05-15 23:08,-,530,868.5,14.9
1142,링밀(R/M 9500),2020-05-15,주간,가열로8호기,3,58845,19615,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1143,링밀(R/M 9500),2020-05-15,야간,가열로8호기,12,37990,4000,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1144,링밀(R/M 9500),2020-05-15,주간,가열로9호기,19,70440,5430,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1145,링밀(R/M 9500),2020-05-15,야간,가열로9호기,1,28000,28000,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1146,링밀(R/M 9500),2020-05-15,주간,가열로10호기,2,48200,24100,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1147,링밀(R/M 9500),2020-05-15,야간,가열로10호기,16,32420,2120,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1148,링밀(R/M 9500),2020-05-15,주간,가열로11호기,4,63040,15760,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1149,링밀(R/M 9500),2020-05-15,야간,가열로11호기,5,51950,10390,4,10,-,2020-05-14 00:00,2020-05-16 00:00,-,2880,-,0
1150,프레스(P8000),2020-05-15,주간,가열로12호기,20,59021,2784,7.5,7.5,-,2020-05-14 13:44,2020-05-15 18:31,-,1727,3197,54.2
1151,링밀(R/M 9500),2020-05-15,주간,가열로13호기,4,8200,2050,4,10,-,2020-05-14 21:02,2020-05-15 08:12,-,670,3674.5,448.1
1152,프레스(P8000),2020-05-15,야간,가열로14호기,26,59886,2784,7.5,7.5,-,2020-05-14 23:34,2020-05-15 23:53,-,1459,3123.8,52.2
1153,프레스(P8000),2020-05-15,주간,가열로15호기,23,58730,6250,7.5,7.5,-,2020-05-14 19:13,2020-05-15 11:51,-,998,2705.8,46.1
1154,프레스(P8000),2020-05-15,야간,가열로16호기,19,62312,4953,7.5,7.5,-,2020-05-14 06:38,2020-05-16 06:43,-,2885,6665.1,107
1155,프레스(P15000),2020-05-15,주간,가열로17호기,5,124685,60100,24,24,-,2020-05-14 14:38,2020-05-15 16:02,-,1524,8497,68.1
1156,프레스(P15000),2020-05-15,야간,가열로18호기,7,117480,37000,12,12,-,2020-05-15 06:04,2020-05-16 05:57,-,1433,7054.3,60
1157,프레스(P15000),2020-05-15,야간,가열로19호기,5,95840,31500,12,12,-,2020-05-15 01:46,2020-05-16 05:29,-,1663,9255.8,96.6
1158,프레스(P15000),2020-05-15,주간,가열로20호기,6,131100,60700,15,15,-,2020-05-14 16:01,2020-05-15 18:33,-,1592,8718.4,66.5
1159,프레스(P15000),2020-05-15,야간,가열로20호기,5,103100,60700,8,8,-,2020-05-15 18:33,2020-05-16 07:09,-,756,2334.9,22.6
1160,프레스(P5000),2020-05-18,주간,가열로2호기,8,33920,4240,12,13,-,2020-05-16 07:45,2020-05-18 18:30,-,3525,6164.1,181.7
1161,프레스(P5000),2020-05-18,주간,가열로3호기,10,88580,9410,12,13,-,2020-05-16 07:45,2020-05-18 14:08,-,3263,7251.3,81.9
1162,프레스(P5000),2020-05-18,야간,가열로4호기,9,68180,9970,12,13,-,2020-05-16 07:45,2020-05-19 05:25,-,4180,8224.3,120.6
1163,프레스(P5000),2020-05-18,야간,가열로5호기,10,63040,6600,12,13,-,2020-05-16 07:45,2020-05-18 23:27,-,3822,8823.5,140
1164,프레스(P15000),2020-05-18,야간,가열로6호기,4,71770,19800,12,12,-,2020-05-14 15:51,2020-05-19 03:57,-,6486,14538.7,202.6
1165,링밀(R/M 9500),2020-05-18,주간,가열로7호기,3,48255,16085,4,10,-,2020-05-17 14:49,2020-05-18 16:09,-,1520,2429.1,50.3
1166,링밀(R/M 9500),2020-05-18,야간,가열로7호기,20,78650,5720,4,10,-,2020-05-18 16:15,2020-05-19 04:22,-,727,1043,13.3
1167,링밀(R/M 9500),2020-05-18,주간,가열로8호기,5,58485,16085,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1168,링밀(R/M 9500),2020-05-18,야간,가열로8호기,12,83670,9410,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1169,링밀(R/M 9500),2020-05-18,주간,가열로9호기,15,67940,8030,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1170,링밀(R/M 9500),2020-05-18,야간,가열로9호기,2,23900,11950,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1171,링밀(R/M 9500),2020-05-18,야간,가열로10호기,15,61770,9410,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1172,링밀(R/M 9500),2020-05-18,주간,가열로11호기,14,39470,3720,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1173,링밀(R/M 9500),2020-05-18,야간,가열로11호기,19,58760,5720,4,10,-,2020-05-17 00:00,2020-05-19 00:00,-,2880,-,0
1174,프레스(P8000),2020-05-18,야간,가열로12호기,20,72775,5399,7.5,7.5,-,2020-05-15 19:00,2020-05-19 00:15,-,4635,3901.4,53.6
1175,링밀(R/M 9500),2020-05-18,주간,가열로13호기,1,28000,28000,4,10,-,2020-05-15 08:12,2020-05-18 16:11,-,4799,13213.1,471.9
1176,프레스(P15000),2020-05-18,야간,가열로13호기,1,60700,60700,8,8,-,2020-05-18 16:11,2020-05-18 23:47,-,456,2577.3,42.5
1177,프레스(P8000),2020-05-18,주간,가열로14호기,15,63306,4219,7.5,7.5,-,2020-05-16 07:42,2020-05-18 18:59,-,3557,5008.3,79.1
1178,프레스(P8000),2020-05-18,야간,가열로15호기,17,66398,4844,7.5,7.5,-,2020-05-16 07:37,2020-05-19 06:25,-,4248,5564.1,83.8
1179,프레스(P8000),2020-05-18,주간,가열로16호기,24,75721,5399,7.5,7.5,-,2020-05-17 09:00,2020-05-18 14:22,-,1762,4158.2,54.9
1180,프레스(P15000),2020-05-18,주간,가열로17호기,7,136060,26000,15,15,-,2020-05-16 07:03,2020-05-18 18:01,-,3538,13797.9,101.4
1181,프레스(P15000),2020-05-18,주간,가열로18호기,2,97700,60700,15,15,-,2020-05-16 06:05,2020-05-18 18:49,-,3644,7787.4,79.7
1182,프레스(P15000),2020-05-18,주간,가열로19호기,7,91880,17000,12,12,-,2020-05-16 07:00,2020-05-18 13:14,-,3254,10838.1,118
1183,프레스(P15000),2020-05-18,야간,가열로20호기,5,129420,37000,12,12,-,2020-05-16 08:00,2020-05-19 06:05,-,4205,9345.1,72.2
1184,프레스(P5000),2020-05-19,주간,가열로2호기,9,59790,9970,12,13,-,2020-05-18 18:49,2020-05-19 19:17,-,1468,5157.6,86.3
1185,프레스(P5000),2020-05-19,주간,가열로3호기,5,64820,21600,12,13,-,2020-05-18 15:43,2020-05-19 14:01,-,1338,5011.2,77.3
1186,프레스(P5000),2020-05-19,야간,가열로4호기,2,45860,22930,12,13,-,2020-05-19 07:32,2020-05-20 05:03,-,1291,-,0
1187,프레스(P5000),2020-05-19,야간,가열로5호기,9,120770,19100,12,13,-,2020-05-18 23:47,2020-05-19 02:44,-,177,1224.1,10.1
1188,프레스(P15000),2020-05-19,야간,가열로6호기,4,65330,22930,12,12,-,2020-05-19 06:33,2020-05-20 02:10,-,1177,6830,104.5
1189,링밀(R/M 9500),2020-05-19,주간,가열로7호기,7,52600,9970,4,10,-,2020-05-19 04:23,2020-05-19 11:12,-,409,627.2,11.9
1190,링밀(R/M 9500),2020-05-19,야간,가열로7호기,9,66570,9970,4,10,-,2020-05-19 11:16,2020-05-20 16:37,-,1761,2430.4,36.5
1191,링밀(R/M 9500),2020-05-19,주간,가열로8호기,2,32170,16085,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1192,링밀(R/M 9500),2020-05-19,야간,가열로8호기,4,64340,16085,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1193,링밀(R/M 9500),2020-05-19,야간,가열로9호기,18,82020,6230,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1194,링밀(R/M 9500),2020-05-19,주간,가열로10호기,16,81460,6230,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1195,링밀(R/M 9500),2020-05-19,야간,가열로10호기,16,63730,5260,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1196,링밀(R/M 9500),2020-05-19,주간,가열로11호기,10,21290,3160,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1197,링밀(R/M 9500),2020-05-19,야간,가열로11호기,24,62000,3720,4,10,-,2020-05-18 00:00,2020-05-20 00:00,-,2880,-,0
1198,프레스(P8000),2020-05-19,야간,가열로12호기,20,59021,2784,7.5,7.5,-,2020-05-19 00:23,2020-05-19 14:14,-,831,2165.1,36.7
1199,프레스(P8000),2020-05-19,주간,가열로14호기,20,82012,4953,7.5,7.5,-,2020-05-18 19:29,2020-05-20 18:23,-,2814,6957.8,84.8
1200,프레스(P8000),2020-05-19,야간,가열로15호기,22,75283,4953,7.5,7.5,-,2020-05-19 06:51,2020-05-20 00:00,-,1029,-,0
1201,프레스(P8000),2020-05-19,주간,가열로16호기,23,58004,3482,7.5,7.5,-,2020-05-18 14:47,2020-05-19 13:28,-,1361,3077,53
1202,프레스(P15000),2020-05-19,주간,가열로17호기,6,103940,19800,12,12,-,2020-05-18 18:12,2020-05-19 15:00,-,1248,8012,77.1
1203,프레스(P15000),2020-05-19,주간,가열로18호기,3,71860,26000,12,12,-,2020-05-18 18:55,2020-05-19 19:30,-,1475,4645.5,64.6
1204,프레스(P15000),2020-05-19,주간,가열로19호기,6,129350,33350,12,12,-,2020-05-18 13:57,2020-05-19 19:00,-,1743,10181.9,78.7
1205,프레스(P15000),2020-05-19,야간,가열로19호기,2,66700,33350,20,20,-,2020-05-19 19:00,2020-05-20 04:00,-,540,2583.55,38.7
1206,프레스(P15000),2020-05-19,야간,가열로20호기,2,133259,96259,12,12,-,2020-05-19 07:04,2020-05-19 20:20,-,796,4157.2,31.2
1207,프레스(P5000),2020-05-20,주간,가열로2호기,6,46164,9322,12,13,-,2020-05-19 19:28,2020-05-20 17:15,-,1307,4099.1,88.8
1208,프레스(P5000),2020-05-20,주간,가열로3호기,9,134400,19850,12,13,-,2020-05-19 15:26,2020-05-20 19:05,-,1659,6465.9,48.1
1209,프레스(P5000),2020-05-20,야간,가열로4호기,3,36130,22930,12,13,-,2020-05-20 07:33,2020-05-21 06:27,-,1374,-,0
1210,프레스(P5000),2020-05-20,야간,가열로5호기,12,61080,5090,12,13,-,2020-05-19 02:48,2020-05-21 01:44,-,2816,11310.7,185.2
1211,프레스(P15000),2020-05-20,야간,가열로6호기,6,106170,24100,12,12,-,2020-05-20 02:10,2020-05-20 22:15,-,1205,6357.1,59.9
1212,링밀(R/M 9500),2020-05-20,주간,가열로7호기,3,40800,13600,4,10,-,2020-05-20 16:41,2020-05-20 22:42,-,361,555.2,13.6
1213,링밀(R/M 9500),2020-05-20,야간,가열로7호기,19,59930,5070,4,10,-,2020-05-20 22:45,2020-05-21 05:31,-,406,512.8,8.6
1214,링밀(R/M 9500),2020-05-20,주간,가열로8호기,18,57000,6880,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1215,링밀(R/M 9500),2020-05-20,야간,가열로8호기,18,108260,9610,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1216,링밀(R/M 9500),2020-05-20,주간,가열로9호기,18,53820,2990,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1217,링밀(R/M 9500),2020-05-20,야간,가열로9호기,3,51270,19100,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1218,링밀(R/M 9500),2020-05-20,주간,가열로10호기,9,31360,3660,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1219,링밀(R/M 9500),2020-05-20,야간,가열로10호기,12,35740,3070,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1220,링밀(R/M 9500),2020-05-20,주간,가열로11호기,10,52600,5260,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1221,링밀(R/M 9500),2020-05-20,야간,가열로11호기,3,47700,19100,4,10,-,2020-05-19 00:00,2020-05-21 00:00,-,2880,-,0
1222,프레스(P8000),2020-05-20,야간,가열로12호기,18,53481,4775,7.5,7.5,-,2020-05-19 14:14,2020-05-20 23:20,-,1986,3388.7,63.4
1223,링밀(R/M 9500),2020-05-20,주간,가열로13호기,1,60700,60700,4,10,-,2020-05-18 23:48,2020-05-20 14:46,-,2338,11180.6,184.2
1224,프레스(P8000),2020-05-20,주간,가열로15호기,20,60640,4775,7.5,7.5,-,2020-05-20 00:00,2020-05-20 00:00,-,0,-,0
1225,프레스(P8000),2020-05-20,야간,가열로15호기,22,71442,3423,7.5,7.5,-,2020-05-20 00:00,2020-05-20 00:00,-,0,-,0
1226,프레스(P8000),2020-05-20,주간,가열로16호기,19,64185,3423,7.5,7.5,-,2020-05-19 13:39,2020-05-20 14:01,-,1462,3424.3,53.4
1227,프레스(P15000),2020-05-20,주간,가열로17호기,6,118570,24100,12,12,-,2020-05-19 15:00,2020-05-20 14:53,-,1433,10106.7,85.2
1228,프레스(P15000),2020-05-20,주간,가열로18호기,6,140570,35500,18,18,-,2020-05-19 19:30,2020-05-20 18:01,-,1351,5483.2,39
1229,프레스(P15000),2020-05-20,야간,가열로19호기,8,116870,17400,12,12,-,2020-05-20 04:00,2020-05-21 06:59,-,1619,9243.25,79.1
1230,프레스(P15000),2020-05-20,주간,가열로20호기,4,138659,96259,24,24,-,2020-05-19 20:20,2020-05-20 18:27,-,1327,4309.3,31.1
1231,프레스(P5000),2020-05-21,주간,가열로2호기,4,34400,8600,12,13,-,2020-05-20 18:02,2020-05-21 11:32,-,1050,2090.5,60.8
1232,프레스(P5000),2020-05-21,주간,가열로3호기,7,85500,15660,12,13,-,2020-05-20 19:05,2020-05-21 18:23,-,1398,5802.4,67.9
1233,프레스(P5000),2020-05-21,야간,가열로4호기,5,22200,6600,12,13,-,2020-05-21 07:31,2020-05-21 23:57,-,986,-,0
1234,프레스(P5000),2020-05-21,야간,가열로5호기,7,92660,15660,12,13,-,2020-05-21 02:59,2020-05-21 17:03,-,844,3634.5,39.2
1235,프레스(P15000),2020-05-21,주간,가열로6호기,4,96400,24100,8,8,-,2020-05-20 22:28,2020-05-21 18:56,-,1228,7661.7,79.5
1236,링밀(R/M 9500),2020-05-21,주간,가열로7호기,2,48200,24100,4,10,-,2020-05-21 05:33,2020-05-21 19:28,-,835,1046.6,21.7
1237,링밀(R/M 9500),2020-05-21,야간,가열로7호기,12,23760,1980,4,10,-,2020-05-21 21:55,2020-05-22 10:56,-,781,1366.3,57.5
1238,링밀(R/M 9500),2020-05-21,주간,가열로8호기,12,23760,1980,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1239,링밀(R/M 9500),2020-05-21,야간,가열로8호기,27,84640,5070,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1240,링밀(R/M 9500),2020-05-21,주간,가열로9호기,20,70540,5090,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1241,링밀(R/M 9500),2020-05-21,야간,가열로9호기,4,20280,5070,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1242,링밀(R/M 9500),2020-05-21,주간,가열로10호기,12,76700,12900,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1243,링밀(R/M 9500),2020-05-21,야간,가열로10호기,17,43690,5070,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1244,링밀(R/M 9500),2020-05-21,주간,가열로11호기,4,62220,17400,4,10,-,2020-05-20 00:00,2020-05-22 00:00,-,2880,-,0
1245,프레스(P8000),2020-05-21,야간,가열로12호기,18,53481,4775,7.5,7.5,-,2020-05-20 23:34,2020-05-21 23:21,-,1427,2632.8,49.2
1246,프레스(P8000),2020-05-21,주간,가열로14호기,22,65053,4775,7.5,7.5,-,2020-05-20 18:54,2020-05-21 19:02,-,1448,3287.4,50.5
