,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,1,0.0,2020-03-01 20:30:00,2020-03-02 06:12:00,2133.199999999255,heat,[],,,,,,NO MATERIAL,1.0,74.17525773195877,increasing 0,719.5,9.7,1166.0,2020-03-02 05:28:00,8.0,31.0,446.5,2020-03-01 00:00:00,365.9,,1166.0,1063.9,
1,1,1.0,2020-03-04 02:30:00,2020-03-04 06:39:00,1187.0999999996275,heat,"['200204-19411-029', '200204-19411-029', '200204-19411-029', '200204-19411-029']",,,,,,DOOR OPENED WHILE HEATING,0.0,223.5662650602409,increasing 0,927.8,4.15,1188.3,2020-03-04 04:17:00,1.0,2.0,260.5,2020-03-04 02:30:00,260.5,2020-03-03 08:38:00,1188.3,855.3,
2,1,2.0,2020-03-05 06:57:00,2020-03-05 11:17:00,1301.0,heat,"['200204-19411-034', '200204-19411-034', '200204-19411-034', '200204-19411-034', '200212-19042-008', '200212-19042-008', '200212-19042-008']",,,,,,DOOR OPENED WHILE HEATING,0.0,118.6846153846154,increasing 0,514.3000000000002,4.333333333333333,1258.2,2020-03-05 10:26:00,7.0,1.0,743.9,2020-03-05 06:50:00,497.8,2020-03-05 06:31:00,1258.2,1109.1,
3,1,3.0,2020-03-06 06:46:00,2020-03-06 07:32:00,191.90000000037256,heat,['180904-12339-055'],,,,,,DOOR OPENED WHILE HEATING,0.0,561.9130434782609,increasing 0,430.80000000000007,0.7666666666666667,1259.4,2020-03-06 06:57:00,1.0,1.0,828.6,2020-03-06 06:45:00,768.6,2020-03-06 06:33:00,1259.4,1147.1,
4,1,4.0,2020-03-08 17:46:00,2020-03-09 06:10:00,2194.800000000745,heat,"['가열로다이', '가열로다이', '200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009']",,,,,,OK,0.0,59.370967741935495,increasing 0,736.2,12.4,1252.4,0,0.0,46.0,516.2,2020-03-07 07:00:00,414.7,2020-03-07 05:46:00,1252.4,0.0,
5,1,5.0,2020-03-10 06:40:00,2020-03-10 08:05:00,376.8000000007451,heat,"['200205-19922-001', '200205-19922-001', '200205-19922-001', '200212-19004-002', '200212-19004-001', '200116-19334-002']",,,,,,DOOR OPENED WHILE HEATING,0.0,404.3999999999999,increasing 0,572.8999999999999,1.4166666666666667,1165.6,2020-03-10 07:48:00,5.0,6.0,592.7,2020-03-10 06:40:00,592.7,2020-03-10 06:25:00,1165.6,1086.8,
6,1,6.0,2020-03-15 14:52:00,2020-03-16 02:35:00,2225.9000000003725,heat,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",,,,,,DOOR OPENED WHILE HEATING,0.0,66.15362731152203,increasing 0,775.1,11.716666666666667,1261.5,2020-03-16 01:59:00,2.0,40.0,486.4,2020-03-14 07:00:00,477.4,2020-03-13 17:59:00,1261.5,1207.8,
7,1,7.0,2020-03-17 06:51:00,2020-03-17 07:43:00,211.29999999981374,heat,"['200214-19235-001', '200214-19235-002', '191125-19581-002']",,,,,,OK,0.0,470.1923076923077,increasing 0,407.5,0.8666666666666667,1252.7,0,0.0,2.0,845.2,2020-03-17 06:50:00,717.5,2020-03-17 06:39:00,1252.7,0.0,
8,1,8.0,2020-03-19 03:33:00,2020-03-19 10:26:00,1770.1000000005588,heat,"['200131-19157-010', '200131-19157-017', '200131-19157-017', '200131-19157-023', '200205-19922-002', '200205-19922-002', '200205-19922-002', '200217-15226-055']",,,,,,DOOR OPENED WHILE HEATING,0.0,130.34382566585955,increasing 0,897.2,6.883333333333334,1244.0,2020-03-19 06:22:00,2.0,10.0,346.8,2020-03-19 03:33:00,346.8,2020-03-18 06:24:00,1244.0,975.5,
9,1,9.0,2020-03-20 07:09:00,2020-03-20 10:33:00,764.8000000007451,heat,"['200105-19180-396', '200105-19180-397', '가열로다이']",,,,,,DOOR OPENED WHILE HEATING,0.0,201.38235294117646,increasing 0,684.6999999999998,3.4,1259.1,2020-03-20 10:10:00,8.0,27.0,574.4,2020-03-20 07:09:00,574.4,2020-03-20 06:43:00,1259.1,1185.8,
